0,itd,cocktail_wav48_itd/0_distractors/p286/p286_255.wav,623648,that will be a decision for bbc scotland,that will be a decision for bbc scotland,6.198883056640625e-06
1,ild,cocktail_wav48_ild/2_distractors/p286/p286_338.wav,672508,the letters are going out today,the light is not going out today,6.9141387939453125e-06
2,hrtf,cocktail_wav48_hrtf/2_distractors/p225/p225_274.wav,1048840,we have not reached the point of no return,we have no reached the point of no return,5.9604644775390625e-06
3,itd,cocktail_wav48_itd/1_distractors/p283/p283_423.wav,639384,i was pleased with my own game,three weeks later he resigned,6.9141387939453125e-06
4,itd,cocktail_wav48_itd/5_distractors/p283/p283_210.wav,778420,they all made the european ryder cup team,,4.1961669921875e-05
5,hrtf,cocktail_wav48_hrtf/2_distractors/p237/p237_090.wav,1123312,downing street will make the second appointment in the scotland office today,the board meeting will be held in edinbrah,5.7220458984375e-06
6,ild,cocktail_wav48_ild/1_distractors/p306/p306_145.wav,876948,headteachers want their pupils to conform,the dealer is unnoticed,4.76837158203125e-06
7,itd,cocktail_wav48_itd/2_distractors/p283/p283_247.wav,795692,these will take a little time to develop,he said the matter had been neglected in the past,5.9604644775390625e-06
8,ild,cocktail_wav48_ild/0_distractors/p304/p304_167.wav,787488,manchester united were still trying up to yesterday,manchester united were still trying out till yesterday,5.0067901611328125e-06
9,itd,cocktail_wav48_itd/4_distractors/p286/p286_015.wav,2507820,the greeks used to imagine that it was a sign from the gods to foretell war or heavy rain,and the width of the colour something increases as the size increases,1.0013580322265625e-05
10,ild,cocktail_wav48_ild/6_distractors/p304/p304_250.wav,844200,all is busy but not much is happening,we have all no idea what is happening ,5.9604644775390625e-06
11,itd,cocktail_wav48_itd/5_distractors/p279/p279_191.wav,754328,it was an odd affair in many respects,,3.719329833984375e-05
12,ild,cocktail_wav48_ild/0_distractors/p304/p304_056.wav,483920,i_m very angry about it,i am very angry ,5.0067901611328125e-06
13,hrtf,cocktail_wav48_hrtf/1_distractors/p237/p237_239.wav,853020,the way he took his second goal was brilliant,its better to apply to the order than resort to prison,6.198883056640625e-06
14,itd,cocktail_wav48_itd/3_distractors/p274/p274_123.wav,606468,what happened in that game,you have got to be controlled,8.106231689453125e-06
15,hrtf,cocktail_wav48_hrtf/1_distractors/p237/p237_221.wav,901508,i do not want to have a fight with mr hastings,i do not want to have a fight with Mr Hasangs,5.9604644775390625e-06
16,itd,cocktail_wav48_itd/4_distractors/p286/p286_357.wav,893344,shoppers were attracted by the heavy discounting on selected items,heavy discounting discounting on selected items ,1.7881393432617188e-05
17,hrtf,cocktail_wav48_hrtf/6_distractors/p274/p274_368.wav,901336,but the foreign secretary can cope,my game is in pretty good shape ,5.9604644775390625e-06
18,itd,cocktail_wav48_itd/0_distractors/p283/p283_329.wav,451116,so what happens next,so what happens next,1.1205673217773438e-05
19,hrtf,cocktail_wav48_hrtf/1_distractors/p237/p237_238.wav,1024596,jim leighton will play in the scottish cup final,he was popular ,5.7220458984375e-06
20,ild,cocktail_wav48_ild/6_distractors/p286/p286_347.wav,1139364,do you think we are a top nation,,0.0001888275146484375
21,ild,cocktail_wav48_ild/6_distractors/p302/p302_189.wav,860448,people buy everything with cash,they are only interested in,5.0067901611328125e-06
22,itd,cocktail_wav48_itd/6_distractors/p283/p283_087.wav,1024596,i_d like to see the business case,i would like state the business case,1.4781951904296875e-05
23,hrtf,cocktail_wav48_hrtf/5_distractors/p274/p274_437.wav,1155792,the festival is prepared to help,or heavy rain,6.9141387939453125e-06
24,itd,cocktail_wav48_itd/1_distractors/p283/p283_470.wav,1000376,city sentiment is in his favour,asked her to bring these things with her in the store ,4.76837158203125e-06
25,hrtf,cocktail_wav48_hrtf/4_distractors/p277/p277_395.wav,1401396,it was a breathtaking moment,has the urge,6.9141387939453125e-06
26,itd,cocktail_wav48_itd/1_distractors/p283/p283_471.wav,721860,it_s been a long long journey,its been a long long journey,8.106231689453125e-06
27,ild,cocktail_wav48_ild/3_distractors/p302/p302_116.wav,950372,i can assure you the new augusta national is exactly that,he has been here on numerous ocassions,5.7220458984375e-06
28,itd,cocktail_wav48_itd/5_distractors/p283/p283_207.wav,992096,they receive a high profile in the media,there was a high profile on the media,7.867813110351562e-06
29,itd,cocktail_wav48_itd/2_distractors/p277/p277_018.wav,1221492,aristotle thought that the rainbow was caused by reflection of the sun_s rays by the rain,i was startled because i thought the rainbow was caused by the suns reflection by the rain,6.198883056640625e-06
30,ild,cocktail_wav48_ild/4_distractors/p304/p304_352.wav,1827464,there is room for me,pot of gold at the end of the rainbow,6.9141387939453125e-06
31,hrtf,cocktail_wav48_hrtf/3_distractors/p237/p237_162.wav,1065272,it_s a problem but it cannot become an excuse,cannot become an excuse ,7.867813110351562e-06
32,hrtf,cocktail_wav48_hrtf/3_distractors/p225/p225_298.wav,1114792,it was deployed in the gulf war,subsidized by public money,6.198883056640625e-06
33,hrtf,cocktail_wav48_hrtf/2_distractors/p225/p225_159.wav,811316,neither side can win this war,neither sides can win this war,1.52587890625e-05
34,hrtf,cocktail_wav48_hrtf/6_distractors/p225/p225_225.wav,942476,it is good for our team,,6.9141387939453125e-06
35,ild,cocktail_wav48_ild/3_distractors/p283/p283_336.wav,664152,well he can do it,he was here very early,5.9604644775390625e-06
36,itd,cocktail_wav48_itd/5_distractors/p277/p277_265.wav,983364,it_s a way of life,fire safety provision,7.152557373046875e-06
37,itd,cocktail_wav48_itd/4_distractors/p286/p286_388.wav,910316,that time may never be broken,that time can never be broken,7.152557373046875e-06
38,ild,cocktail_wav48_ild/3_distractors/p283/p283_074.wav,2392256,until recently she worked as a recruitment consultant in london,she worked as a 'something' recruitment in london,6.198883056640625e-06
39,ild,cocktail_wav48_ild/2_distractors/p283/p283_321.wav,1008172,this is the correct decision,this is the correcyt decision ,6.198883056640625e-06
40,itd,cocktail_wav48_itd/4_distractors/p286/p286_346.wav,738300,it is a terrible state of affairs,thjs a terrible stated fact,5.9604644775390625e-06
41,hrtf,cocktail_wav48_hrtf/2_distractors/p225/p225_177.wav,1065076,the event was held in the council_s headquarters in hamilton,headquarters in hamilton,6.9141387939453125e-06
42,ild,cocktail_wav48_ild/2_distractors/p306/p306_149.wav,1474912,i feel my life to be at risk,my life to be a risk,6.198883056640625e-06
43,ild,cocktail_wav48_ild/0_distractors/p304/p304_417.wav,811592,i would think they are just behind them,i will think they are just behind them,5.9604644775390625e-06
44,itd,cocktail_wav48_itd/0_distractors/p286/p286_034.wav,753788,clark was desperate to return to the house of commons,clog was desprete to return to the house of commons,8.106231689453125e-06
45,ild,cocktail_wav48_ild/5_distractors/p306/p306_244.wav,1180656,at that time there was no infection within five miles,there was no affection within five miles,6.9141387939453125e-06
46,itd,cocktail_wav48_itd/1_distractors/p277/p277_190.wav,844512,the modern approach will also be reflected in the terms of address,can also be reflected in the terms of a dress,7.152557373046875e-06
47,itd,cocktail_wav48_itd/3_distractors/p277/p277_156.wav,877180,the departure of mr johnston was reported by the herald yesterday,by the harold yesterday,5.7697296142578125e-05
48,hrtf,cocktail_wav48_hrtf/3_distractors/p225/p225_135.wav,754660,we have seen a copy of the report,of the report,7.152557373046875e-06
49,hrtf,cocktail_wav48_hrtf/4_distractors/p229/p229_030.wav,877004,it_s easy to talk about these things in the abstract,it is easy to 'somthing' these things in the abstract,5.0067901611328125e-06
50,hrtf,cocktail_wav48_hrtf/6_distractors/p225/p225_008.wav,1548760,these take the shape of a long round arch with its path high above and its two ends apparently beyond the horizon,with his paws high about and 'something' apparently over the horizon,6.198883056640625e-06
51,hrtf,cocktail_wav48_hrtf/5_distractors/p237/p237_094.wav,1040768,i have every confidence in raymond robertson as chairman of the party,chairman of the party,6.198883056640625e-06
52,hrtf,cocktail_wav48_hrtf/5_distractors/p274/p274_457.wav,704836,we_re still the only ones in the high street,in the high spheres,6.9141387939453125e-06
53,ild,cocktail_wav48_ild/3_distractors/p306/p306_299.wav,836372,they finished second and third,they finished,6.9141387939453125e-06
54,itd,cocktail_wav48_itd/6_distractors/p279/p279_272.wav,1017624,that could be in place by next year,'something' by next year,6.9141387939453125e-06
55,itd,cocktail_wav48_itd/5_distractors/p283/p283_042.wav,893192,the boy is no longer with us,the boy is no longer with us,1.5020370483398438e-05
56,hrtf,cocktail_wav48_hrtf/0_distractors/p229/p229_356.wav,467360,it_s the last thing on my mind,its the last thing on my mind,7.152557373046875e-06
57,hrtf,cocktail_wav48_hrtf/3_distractors/p225/p225_211.wav,893572,he added that he was very sad about o neill,he was very sad about Oniel,5.9604644775390625e-06
58,ild,cocktail_wav48_ild/5_distractors/p304/p304_144.wav,1057312,i can_t remember a lot about the accident,i cant remember a lot of 'something' accents,6.9141387939453125e-06
59,ild,cocktail_wav48_ild/6_distractors/p302/p302_017.wav,1057264,others have tried to explain the phenomenon physically,trying to explained the phenomenom physically,7.152557373046875e-06
60,ild,cocktail_wav48_ild/5_distractors/p283/p283_453.wav,934828,i was embarrassed by it,i was embarrased by it,6.198883056640625e-06
61,itd,cocktail_wav48_itd/6_distractors/p283/p283_240.wav,721284,i rejected the idea of a separate residence,residence,5.7220458984375e-06
62,ild,cocktail_wav48_ild/0_distractors/p304/p304_039.wav,524660,the butcher is very good,the picture is very good,1.4066696166992188e-05
63,ild,cocktail_wav48_ild/4_distractors/p306/p306_078.wav,983628,we must move on,we must move on,6.198883056640625e-06
64,itd,cocktail_wav48_itd/3_distractors/p279/p279_085.wav,516232,it works for us,true,6.198883056640625e-06
65,hrtf,cocktail_wav48_hrtf/4_distractors/p237/p237_075.wav,1032636,i was just trying to win the golf tournament,food and mouth disease was confirmed in scotland yesterday,6.9141387939453125e-06
66,ild,cocktail_wav48_ild/4_distractors/p304/p304_200.wav,1131132,this guy is amazing,this guy loves music,6.9141387939453125e-06
67,ild,cocktail_wav48_ild/5_distractors/p283/p283_231.wav,860396,consumers have the right to choose,have the right to chose,6.9141387939453125e-06
68,hrtf,cocktail_wav48_hrtf/0_distractors/p274/p274_188.wav,672416,the interim dividend has been passed,the 'something' divident has been passed ,9.059906005859375e-06
69,itd,cocktail_wav48_itd/2_distractors/p274/p274_178.wav,738224,was everything done to save people,safe people ,2.002716064453125e-05
70,ild,cocktail_wav48_ild/1_distractors/p286/p286_183.wav,631808,i_ve been in two finals and i_ve got a medal,i have been in two finals and i have got a medal,9.059906005859375e-06
71,hrtf,cocktail_wav48_hrtf/4_distractors/p283/p283_104.wav,1319380,that is the important thing,we will have explained the rainbow in varios ways ,5.9604644775390625e-06
72,itd,cocktail_wav48_itd/3_distractors/p279/p279_130.wav,844672,some of the characters will not be played by humans,explain the rainbow in various ways ,5.0067901611328125e-06
73,hrtf,cocktail_wav48_hrtf/5_distractors/p225/p225_011.wav,1794588,when a man looks for something beyond his reach his friends say he is looking for the pot of gold at the end of the rainbow,when the man looks for something within his reach his friends say hes looking for a pot of gold at the end of the rainbow,1.0013580322265625e-05
74,hrtf,cocktail_wav48_hrtf/0_distractors/p237/p237_160.wav,1016144,last night he was due to hold talks with arafat,last night he was due to all talk with ...,6.9141387939453125e-06
75,hrtf,cocktail_wav48_hrtf/4_distractors/p283/p283_252.wav,819304,it was a crazy day,it is,5.9604644775390625e-06
76,itd,cocktail_wav48_itd/0_distractors/p277/p277_406.wav,688544,they recorded their debut album in new york,they recorded their bebut album in New York,5.7220458984375e-06
77,ild,cocktail_wav48_ild/2_distractors/p304/p304_243.wav,779292,there is no pressure from anyone now,there is no pressure,6.198883056640625e-06
78,itd,cocktail_wav48_itd/2_distractors/p279/p279_118.wav,1115100,does this mean,does this mean ,7.867813110351562e-06
79,itd,cocktail_wav48_itd/6_distractors/p277/p277_309.wav,1156080,plans to celebrate the queen_s golden jubilee will proceed,war or heavy rain,5.9604644775390625e-06
80,hrtf,cocktail_wav48_hrtf/6_distractors/p274/p274_026.wav,729452,she is employed on shortterm contracts,short term contract,5.9604644775390625e-06
81,hrtf,cocktail_wav48_hrtf/5_distractors/p274/p274_070.wav,1122896,what do we do,,3.409385681152344e-05
82,itd,cocktail_wav48_itd/4_distractors/p286/p286_175.wav,663972,further growth will be funded from cash flow,will be funded from cash flow,5.9604644775390625e-06
83,ild,cocktail_wav48_ild/3_distractors/p304/p304_344.wav,868744,what do we do for an encore,waht can we do for ...,6.198883056640625e-06
84,itd,cocktail_wav48_itd/0_distractors/p277/p277_081.wav,368892,it was magic,it was magic,2.4080276489257812e-05
85,ild,cocktail_wav48_ild/1_distractors/p286/p286_194.wav,1254248,miller was every bit as happy,miler was every bit of happy,6.198883056640625e-06
86,hrtf,cocktail_wav48_hrtf/0_distractors/p237/p237_187.wav,1229784,i have the first six months of next season to prove myself,i have the first six moths of next season to prove myself,5.9604644775390625e-06
87,ild,cocktail_wav48_ild/6_distractors/p302/p302_157.wav,754728,smaller parties have reason to be pleased,has a reason to be pleased ,5.9604644775390625e-06
88,hrtf,cocktail_wav48_hrtf/1_distractors/p229/p229_313.wav,696704,let_s hope it_s an investment in the future,lets hope its an investmen in the future,5.9604644775390625e-06
89,itd,cocktail_wav48_itd/3_distractors/p277/p277_436.wav,844672,they were not even allowed to see them,they were not even allowed to see them ,6.198883056640625e-06
90,hrtf,cocktail_wav48_hrtf/0_distractors/p237/p237_315.wav,524392,scotland has shown the way,scotland has shown the way,5.9604644775390625e-06
91,ild,cocktail_wav48_ild/4_distractors/p304/p304_361.wav,753928,i_ve had a hard time to be honest,and for the hard time,6.198883056640625e-06
92,hrtf,cocktail_wav48_hrtf/3_distractors/p225/p225_062.wav,1212608,i was very pleased with them today though,i was very pleased with them today ,5.9604644775390625e-06
93,ild,cocktail_wav48_ild/4_distractors/p302/p302_131.wav,1458572,i heard some of his remarks,i heard some of his remarks,6.9141387939453125e-06
94,ild,cocktail_wav48_ild/2_distractors/p304/p304_029.wav,1393168,i know my job,i know my job,6.9141387939453125e-06
95,ild,cocktail_wav48_ild/0_distractors/p306/p306_025.wav,1311320,police were called to the scene according to the weekend reports,police were called to the scene according to the weekend reports,6.9141387939453125e-06
96,ild,cocktail_wav48_ild/5_distractors/p286/p286_291.wav,1081708,internet users will double over the next three years in the uk,internet uses will double over the next three years in the UK,6.9141387939453125e-06
97,ild,cocktail_wav48_ild/1_distractors/p304/p304_362.wav,795416,i_d never be satisfied with just the relay,I will never be satisfied with just a relay,6.9141387939453125e-06
98,hrtf,cocktail_wav48_hrtf/2_distractors/p229/p229_084.wav,786796,he can do everything,i have never felt so bad,8.106231689453125e-06
99,itd,cocktail_wav48_itd/6_distractors/p286/p286_107.wav,1229484,the oil companies would be asked to contribute,trip,5.9604644775390625e-06
100,itd,cocktail_wav48_itd/2_distractors/p274/p274_099.wav,1000328,but his speech was delivered by a senior civil servant,his speech was delivered by a senior civil servant,3.0040740966796875e-05
101,hrtf,cocktail_wav48_hrtf/6_distractors/p274/p274_377.wav,950808,those people must be accountable,account,7.152557373046875e-06
